ID Age Tenure WellBeing JobSat JobPerf IQ
96 30 11 NA 5.45626910892315 6.01715848478489 105.481533275219
97 44 14 6.50179307116196 6.39779705391265 6.4038478480652 101.376072104787
98 31 7 6.60531156300567 8.03267094260082 8.06832727207802 105.493309349986
99 37 7 NA 6.68715145951137 8.28939502174035 112.270272145746
100 36 10 NA 6.15181714436039 5.91170478798449 94.9734146492556
101 36 11 6.75924206804484 6.25924527505413 7.30067205172963 106.776404157281
102 34 5 6.83183730905876 5.18144378997386 7.72693988773972 98.3633857853711
103 41 12 NA 8.64196993294172 7.58084707637317 94.9349112850614
104 37 14 8.8751018634066 5.94091481645592 7.95946491416544 97.7770361599978
105 38 10 5.16114867781289 5.96609913278371 6.55264180642553 110.707967812661
106 45 9 4.51726625370793 NA 4.24317458597943 99.1776538812555
107 42 16 6.61200473387726 NA 5.50513590220362 102.682008551434
108 43 11 6.01549074263312 3.19024580903351 4.26339149661362 85.9047106613871
109 38 11 NA 3.69596718647517 3.08474351163022 95.0719752353616
110 37 12 5.25430241716094 NA 6.57310490612872 99.0435135338921
111 41 14 NA 5.99776498461142 7.01697752811015 101.587845189031
112 41 12 NA 6.21548881172203 7.12589566153474 112.035715642152
113 41 16 NA 8.23787128040567 5.88857916905545 107.983795961598
114 38 8 NA 6.04672884242609 7.74978875787929 112.80983421742
115 39 8 6.42640015110373 NA 6.18147023511119 111.461128545692
116 38 9 NA 7.18949075741693 5.13596458127722 94.4999538606498
117 40 8 4.30665931175463 NA 4.40647082868963 95.3574415971525
118 32 8 5.76154281687923 6.11105457786471 6.29056457034312 104.205182634061
119 41 8 6.90545525262132 NA 6.82746710022911 99.4388162600808
120 40 8 5.15198302431963 4.97734489734285 NA 86.7987411976792
121 38 7 6.46023221709765 NA 4.60769456229173 105.593855511164
122 34 12 4.38582254038192 4.52355087222531 NA 101.204847962596
123 50 13 9.50037392787635 7.70099034905434 7.65503194672056 110.49535353994
124 31 8 NA 6.80669525894336 6.92710019112565 93.1099684357177
125 46 14 3.56675439281389 5.02783444873057 NA 87.1467564243358
126 35 7 4.89278861694038 NA 3.37851207563654 94.1819665678777
127 26 10 6.20620312332176 NA 6.58212355873547 106.231579210609
128 34 11 6.21577231935225 6.21148300659843 6.34089380688965 92.9372804597951
129 34 11 6.5589126101695 NA 5.3406693325378 96.9182690349407
130 38 14 9.2712987177074 NA 7.87841423461214 107.984837696888
131 34 9 NA 7.26809956715442 6.65359256509691 98.5379224016797
132 33 9 6.56201557000168 NA 7.25980174727738 96.5795755384024
133 34 6 5.56102344463579 3.93099018209614 NA 71.0656109901611
134 40 7 NA 3.62671420630068 NA 85.8102517086081
135 34 9 8.15669410978444 6.54203929263167 7.9369379337877 108.382293063914
136 36 12 6.37101053306833 NA 5.49198318319395 115.912407581462
137 40 12 7.27437740145251 8.07903261319734 8.40118289296515 124.814185102703
138 43 15 NA 3.58262664452195 NA 79.9674904756248
139 35 6 NA 6.35795198497362 7.17629585275427 103.207672334043
140 28 6 NA 6.23739184392616 7.00913741765544 109.720088550821
141 32 8 NA 5.76471026521176 6.89712991402484 100.469282583566
142 35 12 5.33469648612663 NA 5.54366050497629 116.236232799245
143 37 9 NA 4.10011136298999 NA 100.276513270801
144 38 11 7.8851628517732 5.53058195835911 6.17937250761315 98.8126892261207
145 33 12 NA 5.92245027911849 8.06320419465192 110.165476214141
146 43 13 NA 5.00112465303391 NA 95.7584372018464
147 31 13 7.51437380257994 8.33860292797908 5.79559861100279 104.193417192204
148 36 8 NA 6.6052455229219 4.09843732556328 109.083644979866
149 37 13 4.82465335237794 NA 6.01967355818488 103.412925569573
150 41 14 6.95936034689657 NA 6.26258764322847 93.2981742515694
151 37 10 NA 6.34770424501039 4.87019546097144 95.831890470814
152 32 13 6.4702766276896 NA 4.62913041561842 93.7312768914271
153 34 10 5.61644995864481 7.58536917506717 6.01637706137262 107.868523454061
154 36 10 6.80809272197075 7.35362111357972 6.9980426330585 89.1582135909703
155 36 8 7.43263020552695 NA 6.53868116578087 100.721403747331
156 44 7 7.28219756879844 8.25306775257923 5.57229109341279 104.895695527783
157 44 13 6.32281028991565 NA 4.62042360380292 94.2122707169037
158 34 9 NA 7.37680355785415 4.76940947817639 102.474684208864
159 18 6 6.54176076198928 5.56854974175803 8.47974141663872 117.220337612322
160 41 12 NA 4.75118366372772 NA 100.8771641762
161 24 4 4.52805023384281 NA 5.02450577775016 95.9420649516396
162 37 12 5.86824372643605 4.77029623859562 NA 95.7579012820497
163 43 11 NA 6.43932521902025 5.71491975430399 94.6548770689406
164 33 6 5.67689499817789 5.02528280881234 NA 95.080009244848
165 37 7 7.28631006134674 5.84922892949544 5.64339231397025 102.93933615461
166 46 14 7.42919400869869 NA 5.59086050558835 98.6303154965863
167 43 10 6.39849704084918 3.8940834349487 NA 98.8180241975933
168 30 7 7.07492094277404 7.35591787099838 6.96234571724199 114.087265595794
169 45 8 7.2253486586269 6.01481642783619 4.58070713910274 105.082974393154
170 44 14 NA 5.79112202720717 4.59027531207539 95.2339348189998
171 37 7 4.93994544935413 NA 7.22103087953292 109.342628307873
172 38 7 6.70786690781824 7.00279642478563 6.27661823295057 98.7036143310834
173 43 14 6.3675373645965 4.37527001718991 7.15326140704565 101.415743198479
174 40 7 5.75971015309915 NA 6.17901010182686 101.148348973598
175 43 7 5.7082201866433 NA 5.775024139788 93.082431823248
176 40 13 5.8051854793448 NA 3.70799082540907 72.7488916772418
177 33 8 NA 7.64413169352338 6.52645566966385 118.551600643201
178 37 9 7.084941489622 NA 8.72675228421576 104.715107629541
179 30 8 NA 5.69762479700148 7.18526600440964 111.747131986776
180 40 13 NA 5.08809473155998 3.00080174137838 83.5055458573624
181 33 14 5.79174199979752 NA 7.86265180492774 104.656239951029
182 32 8 6.68137785815634 NA 5.30866436404176 97.8657264497597
183 35 13 3.95226284419186 NA 3.17962879873812 79.4718774042558
184 36 10 NA 6.75513395597227 7.40764536312781 107.974052560516
185 34 10 NA 6.91465874412097 8.12818786688149 112.660427582217
186 35 12 NA 4.66463229246438 NA 105.465207888745
187 43 18 6.63415409461595 6.52249447209761 6.94943292951211 93.900814055698
188 40 11 NA 8.43960060947575 6.04219339811243 109.497054927517
189 36 7 NA 5.26805272023194 5.1245794959832 90.4926074680407
190 30 5 NA 4.96023507462814 NA 87.1528002554551
191 41 12 7.11770503548905 6.72331669507548 6.31201796652749 104.170179101638
192 39 10 NA 6.18042916827835 4.91240337118506 103.324105394306
193 44 12 5.79818829870783 8.21123195393011 6.10114678763784 103.969633370871
194 41 11 6.41274253767915 5.6278797944542 4.6192817252595 84.778079188196
195 31 9 6.4580571714323 NA 6.78935767384246 107.011760027381
196 31 6 5.11135583021678 5.96331620053388 5.99281415250152 97.5149603220634
197 38 13 7.92178262025118 NA 7.05401235143654 106.600692631677
198 33 9 NA 5.21864568372257 4.51598295895383 89.146605709102
199 39 11 NA 9.36989730037749 7.23355554579757 113.956660330063
200 41 10 5.43905844539404 4.04211645852774 NA 88.7838081149384
201 38 9 5.93740139296278 5.17025231127627 2.78049960150383 89.5496542814653
202 39 11 5.57536147744395 NA 3.23003457230516 97.1993914155755
203 40 11 NA 6.54799575405195 7.37271885992959 109.153294832213
204 42 14 NA 6.32331056008115 6.8578499967698 100.784738077782
205 43 12 NA 6.08711147983558 7.21460872236639 111.867251490476
206 35 9 5.24691552435979 6.74373052013107 4.82287504058331 103.360940732295
207 37 12 5.58663370180875 NA 6.45569365262054 98.9268396103289
208 32 4 5.10460329730995 3.86807586415671 NA 92.2267727609724
209 46 10 NA 5.63377340557054 4.07209732849151 92.0206968178973
210 34 14 8.23631187737919 NA 8.30458601401187 101.310827028472
211 37 10 5.68578274920583 5.24366848170757 7.80520481523126 102.059821794741
212 44 13 NA 4.00440583727323 6.24536593514495 95.5389151603449
213 24 2 5.90822377917357 5.04839428537525 NA 116.382946428144
214 42 13 8.03951212018728 4.5846782089211 NA 92.5229943515733
215 34 8 7.21511687198654 5.26922349468805 4.60252385702915 95.8190724255983
216 37 4 8.33838522667065 NA 6.34491741773672 113.901987103047
217 43 10 6.90159912360832 5.07932498725131 5.88795012142509 105.940517291892
218 34 11 6.23471834952943 NA 6.77522104093805 118.244647930143
219 43 15 3.67494625272229 5.09561335598119 4.83454637508839 85.9799171851482
220 35 14 NA 6.7044505244121 5.38867570902221 99.2535124185961
221 40 10 NA 8.42938749841414 6.41150321741588 101.255023346515
222 43 12 5.33137568598613 NA 5.35956005868502 98.0536002872977
223 33 6 5.6512183281593 NA 5.3047336677555 93.0574551133905
224 39 8 6.84958848520182 5.09963670023717 6.83622274617665 100.870859867893
225 40 13 7.01544848596677 NA 6.14735426078551 97.4708073970396
226 31 7 NA 6.11052575637586 8.19034531828947 102.113836888922
227 42 11 NA 5.94810883328319 6.53199968137778 98.9890671018511
228 40 16 6.39429874578491 NA 4.96384042361751 103.93936981447
229 35 12 6.38921375642531 NA 5.60088297654875 104.466104811523
230 33 11 NA 6.36783906375058 4.49836116167717 89.8387376249302
231 41 10 8.48328853584826 NA 6.36132270214148 94.5198942928109
232 40 11 8.40500937518664 NA 7.230718142353 93.2035578112118
233 39 9 5.89070490468293 NA 5.77501411945559 97.5709302490577
234 34 6 NA 3.08282043877989 NA 93.6863999953493
235 47 8 4.82340319827199 NA 5.03138671861961 108.68690068135
236 36 7 6.30893909046426 5.55613314243965 5.62022609519772 96.1293433702085
237 45 10 6.68796537583694 NA 6.21479396987706 99.2210353219416
238 37 4 NA 6.05328736407682 4.98086007265374 87.6711395482998
239 42 14 5.91582683683373 7.22066312865354 5.94433770910837 108.566313591087
240 38 10 NA 8.72626411565579 5.64574936241843 105.441972022178
241 42 10 4.18452755059116 5.09281915635802 4.89350902638398 94.1665387882385
242 42 12 NA 7.07010607211851 9.06770119979046 114.509203063324
243 41 13 6.54931505559944 NA 7.29942391021177 103.030885382788
244 32 10 NA 7.28244318882935 5.99102208018303 101.560181744164
245 35 13 7.61931407102384 NA 6.01136017148383 96.2780331084505
246 40 9 NA 4.13965539052151 NA 105.337189873215
247 38 13 NA 5.67017259076238 5.85006979736499 100.966302584391
248 29 9 5.1591131053865 NA 6.76260194298811 95.9450473408215
249 40 11 7.36416699690744 NA 7.24416588223539 98.2422914612107
250 41 14 6.90418618777767 NA 5.84648956474848 95.873549368931
251 51 11 NA 5.52973765600473 7.24414323363453 104.20842073299
252 39 10 4.62706992891617 6.19123974745162 4.96680987300351 98.0278080841526
253 45 10 NA 5.89129721815698 5.71562676737085 98.8546874569729
254 36 6 6.47807384096086 NA 4.64290756708942 93.7736879501026
255 33 5 5.56826327834278 NA 4.90110470470972 99.2590635817032
256 39 13 7.30105266580358 5.06022157077678 6.5951340245083 102.773431885056
257 36 13 5.89027082617395 NA 4.93654160667211 111.881058889674
258 38 12 7.0837573655881 8.26147990836762 7.43955456814729 100.382588492474
259 47 7 6.64920074492693 NA 6.47880480950698 118.105124634458
260 41 14 NA 6.71482329303399 5.54695480829105 99.5580965918489
261 44 12 6.05693979118951 7.20517223817296 8.28701443015598 95.6601265976205
262 31 7 6.24093814962544 5.08422639966011 5.4260325205978 93.1508478077594
263 42 8 7.70503768348135 6.47943572630174 7.27983032935299 108.765452164225
264 43 11 4.54425522335805 NA 4.20607121312059 93.5972050011624
265 46 10 4.45991552015767 5.2233299757354 3.68140248232521 99.0133837945759
266 36 8 NA 6.75561259733513 7.72791269607842 97.2190990538802
267 36 7 6.06198463402689 4.51849080109969 NA 95.3932950380258
268 43 10 6.5515138306655 8.37600465072319 5.87243525451049 116.370272764238
269 36 7 7.44754048250616 5.91516305482946 5.49095342052169 99.8665427214
270 30 7 3.979369352106 4.13101229351014 NA 104.28660086263
271 50 14 7.13954658783041 NA 6.0143235810101 93.3680038989987
272 42 10 NA 6.13874718849547 6.4070022944361 109.167267252691
273 42 10 NA 6.94036821369082 6.03638554154895 107.100009642076
274 40 7 5.3259686010424 NA 2.97657714807428 90.1060013545211
275 40 8 4.47697402723134 4.82198960380629 NA 105.494935995201
276 33 14 6.2146741845645 6.17459540767595 5.92617134354077 96.5310255130753
277 45 10 NA 6.12975458940491 7.46691655833274 100.288376706652
278 40 7 NA 3.76563486992382 5.53803484560922 99.4498690033797
279 28 5 6.75447369832546 5.96885884157382 8.31395780225284 105.898994936608
280 36 5 NA 3.65757093043067 NA 98.5882874901872
281 39 10 8.1639156206511 NA 9.34106281446293 119.797696084715
282 35 11 NA 4.5630793441087 NA 96.9430527139921
283 38 9 NA 6.01516469870694 6.63138712500222 99.9816739049274
284 30 6 NA 5.55215791752562 4.59657620731741 88.021098689409
285 43 12 4.23315636417829 NA 5.85593656846322 93.1380600128323
286 42 9 NA 5.91874591330998 6.73076310264878 101.2997963659
287 41 15 7.811175391078 NA 6.99617291381583 110.578608909389
288 31 11 6.13061428908259 5.78119817515835 2.89559641689993 103.696109553101
289 32 11 NA 4.50350036425516 NA 82.3561867808457
290 49 13 NA 6.40710522304289 8.83049665554427 98.4387926845811
291 42 11 NA 6.22054157871753 6.33295357157476 91.876283827005
292 30 12 NA 5.96802311274223 6.3906801820267 108.995478705736
293 44 13 NA 4.03981440491043 5.4165868179407 77.8873917968012
294 34 4 NA 6.5203675085213 6.79448593221605 107.151152178179
295 42 10 6.61151324189268 5.82021764037199 5.33536428329535 89.0007244462613
296 45 11 NA 7.2256474387832 8.45046132500283 105.149918384152
297 37 10 6.82210431806743 6.41512864548713 6.16938459314406 101.138902656501
298 36 10 NA 5.41062082792632 6.24583253078163 103.907880601473
299 40 12 NA 5.82850374653935 3.93982128077187 98.3673163012136
300 40 10 4.93284766655415 5.79174681636505 4.6081773925107 91.3197229958605
301 37 8 NA 6.49607379129156 5.91195493703708 104.557656769641
302 30 7 5.78715005004779 6.25472277170047 4.23935716762207 87.865723676281
303 43 12 4.63638226874173 5.53136522532441 4.65661131800152 96.2632770657074
304 36 5 NA 5.87975822458975 6.60937831085175 102.018406372052
305 33 9 5.08218795945868 5.346634096466 4.80899398028851 95.6701455442235
306 36 11 NA 4.72288739331998 NA 97.1183643054683
307 36 10 NA 6.96376135013998 5.07434128411114 99.1008737124503
308 46 10 6.55666826362722 5.74744976474904 8.42115583596751 90.5484388973564
309 38 9 7.10157695831731 7.32278174557723 3.6206060894765 110.372879064875
310 39 8 6.36008493811823 7.14486989052966 4.84737876709551 101.983195363078
311 45 11 8.36319452268071 NA 4.51731461868621 99.4385709792841
312 34 5 5.90618197619915 5.67415601667017 7.51843217364512 96.2608834491111
313 40 13 NA 6.8919345641043 5.66452791774645 87.0938507111277
314 40 15 6.19817136134952 NA 6.31139683676884 93.3424579207785
315 40 9 5.80684252991341 7.01613705395721 7.48384583252482 98.1445894765202
316 43 10 7.48053919663653 5.93410391826183 5.91371572902426 91.6142130692024
317 30 6 NA 5.93804779811762 8.13000064832158 98.0832693988923
318 41 11 NA 4.58997117145918 NA 102.414483633358
319 38 10 NA 4.61653319816105 NA 96.2039677004796
320 37 6 NA 7.25708617735654 6.47219789284281 102.315877059242
321 39 14 5.89617039659061 NA 6.15104818856344 98.9736904194579
322 37 13 NA 5.05854285042733 5.598505202448 89.4348107089754
323 41 14 4.75108291418292 5.72597551089711 6.135341667803 120.434596045874
324 42 9 5.11575582134537 7.03413386223838 6.77646393654868 98.2729812881444
325 42 7 5.06832392560318 NA 4.78022303292528 94.4645778588019
326 34 9 5.32163216266781 NA 5.78654854535125 98.6915028998628
327 44 9 6.84009214607067 5.06399028282613 5.7955778427422 98.7306808526628
328 31 5 NA 7.11313305655494 4.62198240845464 91.139394388767
329 50 12 NA 5.89631110872142 5.58005128544755 94.0563642131165
330 36 4 3.83424094575457 NA 3.60572411934845 100.88079956593
331 33 6 6.91670995904133 7.83000592212193 7.11941932188347 115.975631865673
332 38 17 NA 4.73666544049047 NA 92.1559804780409
333 33 9 NA 7.38956558448263 7.60295637883246 104.102489119861
334 45 15 5.31495371740311 NA 5.55342051037587 98.4266706232447
335 32 8 6.3044195829425 5.11717749084346 6.88176328223199 115.735633350443
336 38 13 6.23775048530661 6.20734849222936 6.09285046579316 105.916302312398
337 42 9 6.99524529464543 7.86354568647221 5.933939459268 103.912412383361
338 39 11 NA 7.44386280584149 4.77797526516952 107.463191350456
339 34 8 5.88112696167082 4.86046014470048 NA 95.9269892522134
340 41 16 7.21979925851338 6.43654712080024 5.22018139250576 100.240011077607
341 29 11 6.07538906554691 5.68092169961892 7.15392797603272 111.529829214793
342 46 12 8.38417131034657 7.11998146865517 7.49368631117977 101.278821154963
343 39 12 NA 5.56031640386209 5.73431893414818 100.893538186792
344 42 13 5.51169307553209 NA 5.22756028594449 90.5543744382448
345 49 13 6.57821862539276 NA 5.66472433879972 101.313697079895
346 44 13 5.34150166111067 NA 5.73989403713495 88.0971159788314
347 34 8 4.48803934920579 4.88128431048244 NA 102.083568051225
348 37 10 7.80747811845504 NA 7.1934182359837 99.284378407523
349 42 13 4.81788949645124 NA 6.11573997279629 85.1044012317434
350 36 5 NA 4.43797500571236 NA 106.360165126156
351 47 17 NA 8.42452437407337 5.2695475302171 99.6875193668529
352 32 6 7.13508329167962 NA 7.0347856010776 91.4442400347907
353 41 14 7.04907469195314 NA 5.54571109940298 100.483230633661
354 37 12 6.38444126257673 NA 7.95557320630178 108.432782714022
355 48 16 4.93921145191416 7.53128869994543 5.33863282087259 92.1229759114794
356 41 15 NA 4.20556738763116 5.88012113934383 93.7221054749098
357 31 5 7.33222811622545 4.74330626311712 NA 99.6657213727012
358 32 5 6.5630222838372 NA 3.56491483189166 93.2983838662039
359 37 17 NA 6.03292865189724 6.03405832289718 90.0997871328145
360 33 9 NA 4.24431249359623 NA 81.7472166542429
361 25 10 5.80997430230491 5.41576430690475 6.44734375854023 97.8095655201469
362 34 7 5.52255920367315 NA 6.22127830027603 112.922348003136
363 42 11 9.30026934249327 8.48621434159577 6.56163805653341 112.66300194175
364 27 2 5.7050043893978 NA 5.74105981178582 83.5707962673623
365 42 10 4.69524616235867 NA 5.39865999203175 95.1026287600398
366 35 9 8.94208321091719 5.46616596612148 7.42659089132212 90.2661164011806
367 40 11 7.25475845229812 NA 6.03317219205201 97.1532011276577
368 36 11 NA 5.21143329772167 6.33407073793933 99.5114310458302
369 37 12 6.28856886085123 7.9487134758383 7.04330305405892 99.405715275323
370 36 13 6.62541937222704 NA 4.79372758674435 101.742011583876
371 36 13 7.25901980302297 NA 5.83166656200774 92.9544962658547
372 31 5 6.85006196657196 6.62706096912734 3.88919608714059 108.551717231981
373 36 11 NA 5.62479828274809 8.45873123314232 105.084104252513
374 29 7 5.3223300317768 NA 6.29942165850662 102.202389855869
375 34 13 NA 3.71864109276794 NA 86.9504720154218
376 40 14 5.71710143610835 8.40492550004274 7.2974637914449 105.316938770004
377 30 11 5.12983353226446 4.60591790569015 NA 100.87052423181
378 31 9 NA 6.83471151720732 5.13644403312355 89.7594764868263
379 38 10 7.1831106597092 4.1493371729739 NA 106.494803545764
380 30 8 4.04190356144682 4.91029601870105 NA 100.497338630958
381 33 9 NA 4.96336046094075 NA 91.6761199957691
382 39 9 NA 4.69008993287571 NA 103.09366251668
383 32 5 NA 6.50040856515989 4.85047062556259 105.198153946083
384 38 6 NA 6.10891066398472 6.34695683186874 103.110289175063
385 31 7 5.02995481994003 7.41975923581049 5.86897614551708 100.992173414445
386 44 10 7.73997617280111 4.83954298729077 NA 103.743216451025
387 34 12 NA 4.62354629603215 7.31576408143155 89.4973582667299
388 50 14 7.37641290365718 7.21026800596155 6.07332792575471 109.002038931241
389 36 9 4.73629657318816 NA 5.95444242958911 109.991571800783
390 39 10 4.70501836086623 3.76506844186224 NA 105.620455274358
391 32 9 3.43121445016004 5.31000046455301 2.72591808717698 82.2269312641583
392 29 8 NA 6.18226338364184 6.87185346777551 98.6612492837012
393 27 6 NA 4.90100133558735 NA 107.52245547995
394 37 13 5.8850351839792 NA 5.38795246905647 95.2506594532169
395 38 10 2.74983667954803 6.25897641060874 3.35371136688627 94.9971462311223
396 38 8 5.17598849651404 NA 5.31159289134666 85.5073978987057
397 34 8 3.64974607410841 4.20482260989957 NA 92.0638462768402
398 42 17 8.47496164310724 NA 5.87301614694297 108.705925218528
399 32 5 4.84101674472913 NA 5.87535968562588 97.8689350935165
400 30 12 6.80070493533276 NA 6.96838565403596 98.1348559765611
401 41 6 5.87447450170293 NA 6.71930210362189 107.134308712324
402 43 11 6.02800216362812 5.63432258926332 5.53036143444479 103.129802393029
403 42 13 NA 3.94015705748461 6.53121573850513 97.6925856252201
404 36 8 5.0581917159725 8.37594861024991 5.13125496497378 108.299454309046
405 37 9 NA 5.74428512365557 7.42217046371661 98.693125566002
406 28 9 5.87253184104338 4.84719769912772 5.13766641099937 88.9674463008996
407 40 12 5.66347512952052 6.34201968763955 5.30142230563797 94.4630468350369
408 36 7 NA 3.80851521808654 NA 89.884274100652
409 41 19 6.76883971202187 5.48914378671907 5.12459301855415 96.2081134528853
410 40 9 NA 7.88887254218571 9.31005658162758 112.602253755787
411 45 8 6.4582955436781 NA 6.41476243175566 84.78329262021
412 32 8 NA 2.97482590656728 NA 94.4987261989154
413 44 15 8.18793601985089 6.54875165759586 4.4024199033156 101.50019800989
414 35 11 6.6603957193438 NA 6.73222587443888 93.0104141784832
415 45 13 5.8471503353212 NA 6.94800951192155 90.4813097906299
416 40 9 5.09266336914152 4.71538573806174 NA 93.4248643335886
417 36 11 NA 3.94025231292471 NA 103.91882109968
